SalePrice,Id,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None
183600,2752,64.0,7488,7,5,2005,2005,0.0,1,2.0,2,3.0,393.0,0.0,815.0,1208.0,4,1208,0,0,1208,0.0,0.0,2,0,2,1,3.0,6,0,2005.0,2,2.0,632.0,105,58,0,0,0,0,0,2,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
131000,807,120.0,26400,5,7,1880,2007,0.0,1,-0.5,0,-0.5,0.0,0.0,0.0,0.0,4,1288,728,0,2016,0.0,0.0,1,0,4,1,2.0,7,1,1900.0,1,2.0,576.0,0,0,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
200000,1177,24.0,2645,8,5,1999,2000,456.0,1,2.0,0,3.0,813.0,0.0,147.0,960.0,4,962,645,0,1607,1.0,0.0,2,1,3,1,3.0,7,0,2000.0,1,2.0,480.0,169,0,0,0,0,0,0,12,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
193000,1480,74.0,9627,7,5,2007,2007,0.0,1,2.0,2,3.0,24.0,0.0,1327.0,1351.0,4,1361,0,0,1361,0.0,0.0,2,0,3,1,3.0,6,0,2007.0,2,2.0,610.0,0,50,0,0,0,0,0,6,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
173500,324,93.0,10114,5,5,2004,2005,0.0,0,4.0,2,0.0,0.0,0.0,1430.0,1430.0,4,1430,0,0,1430,0.0,0.0,2,0,3,1,3.0,7,0,2004.0,2,2.0,624.0,0,0,0,0,0,0,0,3,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
98000,1311,34.0,4571,5,5,1916,1950,0.0,0,0.0,0,0.0,0.0,0.0,624.0,624.0,1,624,720,0,1344,0.0,0.0,1,0,4,1,2.0,7,0,1916.0,1,3.0,513.0,0,0,96,0,0,0,0,5,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
139000,770,80.0,8816,5,6,1963,1963,0.0,0,0.0,0,1.0,651.0,0.0,470.0,1121.0,2,1121,0,0,1121,1.0,0.0,1,0,3,1,2.0,5,0,1963.0,1,2.0,480.0,0,80,0,0,0,0,0,6,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
143500,2063,71.0,8197,6,5,1977,1977,148.0,0,0.0,0,0.0,0.0,0.0,660.0,660.0,4,1285,0,0,1285,0.0,0.0,1,1,3,1,2.0,7,1,1977.0,2,2.0,528.0,138,0,0,0,0,0,0,4,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
215200,69,72.0,8640,7,5,2009,2009,0.0,0,2.0,1,3.0,24.0,0.0,732.0,756.0,4,764,783,0,1547,0.0,0.0,2,1,3,1,3.0,7,0,2009.0,1,2.0,614.0,169,45,0,0,0,0,0,6,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
129000,2062,109.0,8724,5,5,1968,1968,0.0,0,2.0,0,1.0,492.0,0.0,402.0,894.0,3,894,0,0,894,0.0,0.0,1,0,3,1,2.0,5,1,1968.0,3,2.0,450.0,0,0,0,0,0,0,0,5,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
278000,351,40.0,5664,8,5,2000,2000,0.0,1,2.0,0,3.0,1158.0,0.0,343.0,1501.0,4,1659,0,0,1659,1.0,0.0,2,0,2,1,4.5,5,1,2000.0,3,2.0,499.0,212,59,0,0,0,0,0,10,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
344133,2393,103.0,12867,8,5,2005,2006,0.0,1,4.0,2,0.0,0.0,0.0,1209.0,1209.0,4,1209,1044,0,2253,0.0,0.0,2,1,3,1,4.5,8,1,2005.0,3,2.0,575.0,243,142,0,0,0,0,0,7,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
185000,12,72.02564102564102,7980,6,7,1992,2007,0.0,0,2.0,0,2.0,935.0,0.0,233.0,1168.0,4,1187,0,0,1187,1.0,0.0,2,0,3,1,2.0,6,0,1992.0,3,2.0,420.0,483,21,0,0,0,0,500,3,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
145000,2339,100.0,34650,5,5,1955,1955,0.0,0,0.0,1,1.0,1056.0,0.0,0.0,1056.0,2,1056,0,0,1056,1.0,0.0,1,0,3,1,2.0,5,0,1955.0,3,2.0,572.0,264,0,0,0,0,0,0,1,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
187500,624,92.0,10573,6,6,1961,1961,3.0,0,0.0,0,1.0,1312.0,0.0,141.0,1453.0,4,1453,0,0,1453,1.0,0.0,2,0,3,1,2.0,6,1,1961.0,2,2.0,530.0,0,49,0,0,288,0,0,4,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
138500,86,65.0,8450,5,8,1965,2009,0.0,0,0.0,0,3.0,553.0,117.0,224.0,894.0,4,894,0,0,894,1.0,0.0,1,0,3,1,2.0,5,1,1973.0,1,1.0,336.0,416,144,0,0,0,0,0,4,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
198000,1534,69.27272727272727,11700,5,6,1937,1995,0.0,0,0.0,0,1.0,606.0,0.0,336.0,942.0,4,1265,673,0,1938,0.0,0.0,2,0,4,1,3.0,7,1,1937.0,1,1.0,240.0,0,40,0,0,0,0,0,7,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
119600,2243,75.0,8250,5,6,1895,2006,0.0,0,0.0,0,0.0,0.0,0.0,957.0,957.0,1,1034,957,0,1991,0.0,0.0,2,0,4,2,2.0,9,0,0.0,0,0.0,0.0,0,0,133,0,0,0,0,6,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
122900,1957,60.0,8064,5,7,1949,2006,0.0,0,0.0,1,0.0,0.0,0.0,672.0,672.0,4,672,252,0,924,0.0,0.0,1,0,3,1,2.0,6,1,2003.0,1,2.0,576.0,0,0,0,0,0,0,2000,7,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
278000,380,80.0,9600,8,5,1981,1981,0.0,1,2.0,0,2.0,1104.0,0.0,1420.0,2524.0,2,2524,0,0,2524,1.0,0.0,2,1,4,1,3.0,9,1,1981.0,3,2.0,542.0,474,120,0,0,0,0,0,7,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
230000,2860,69.27272727272727,11435,8,7,1929,1950,0.0,0,2.0,0,0.0,0.0,0.0,792.0,792.0,1,792,725,0,1517,0.0,0.0,1,0,3,1,3.0,7,2,1931.0,1,2.0,400.0,0,0,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
270000,2517,30.0,9549,8,5,1995,1996,0.0,1,2.0,2,0.5,437.0,1057.0,0.0,1494.0,4,1494,0,0,1494,1.0,0.0,1,1,2,1,4.5,6,1,1995.0,3,2.0,481.0,0,30,0,0,216,0,0,4,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
125000,1933,60.0,10950,6,6,1952,1952,0.0,0,0.0,0,2.0,441.0,0.0,507.0,948.0,2,948,0,0,948,0.0,0.0,1,0,2,1,2.0,5,0,1952.0,1,2.0,410.0,0,48,0,0,0,0,0,4,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
297000,820,79.0,10637,8,5,2007,2008,336.0,1,4.0,3,3.0,1288.0,0.0,417.0,1705.0,4,1718,0,0,1718,1.0,0.0,2,0,3,1,3.0,7,1,2007.0,2,3.0,826.0,208,44,0,0,0,0,0,9,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
113500,675,80.0,9000,6,6,1958,1958,82.0,0,2.0,3,0.0,0.0,0.0,160.0,160.0,1,1142,0,0,1142,0.0,0.0,1,0,2,1,2.0,5,1,1958.0,2,1.0,384.0,0,28,64,0,0,0,0,4,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
127000,2910,41.0,2665,5,6,1977,1977,0.0,0,0.0,0,2.0,548.0,173.0,36.0,757.0,4,925,550,0,1475,0.0,0.0,2,0,4,1,2.0,6,1,1977.0,2,1.0,336.0,104,26,0,0,0,0,0,7,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
190000,21,105.0,11751,6,6,1977,1977,480.0,0,2.0,0,1.0,705.0,0.0,1139.0,1844.0,4,1844,0,0,1844,0.0,0.0,2,0,3,1,2.0,7,1,1977.0,2,2.0,546.0,0,122,0,0,0,0,0,1,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
175500,1873,80.0,9600,7,6,1973,1973,320.0,0,0.0,0,2.0,916.0,0.0,326.0,1242.0,1,1242,0,0,1242,0.0,0.0,1,1,3,1,2.0,6,1,1973.0,1,2.0,528.0,0,0,0,0,0,0,0,9,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
146000,2125,60.0,8428,5,7,1994,1994,0.0,0,2.0,0,3.0,420.0,0.0,570.0,990.0,4,990,0,0,990,1.0,0.0,1,0,3,1,2.0,5,0,1995.0,1,1.0,384.0,256,0,0,0,0,0,0,7,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
147500,1489,75.0,9937,5,6,1965,1965,0.0,1,0.0,0,1.0,830.0,290.0,136.0,1256.0,3,1256,0,0,1256,1.0,0.0,1,1,3,1,2.0,6,0,1965.0,3,1.0,276.0,736,68,0,0,0,0,0,6,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
465000,2383,107.0,13891,10,5,2006,2006,0.0,2,4.0,3,3.0,1386.0,0.0,690.0,2076.0,4,2076,0,0,2076,1.0,0.0,2,1,2,1,4.5,7,1,2006.0,3,3.0,850.0,216,229,0,0,0,0,0,9,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
165500,983,75.47692307692307,9101,5,6,1978,1978,104.0,0,2.0,2,3.0,1097.0,0.0,0.0,1097.0,4,1110,0,0,1110,1.0,0.0,1,0,1,1,3.0,4,1,1978.0,3,2.0,602.0,303,30,0,0,0,0,0,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
131500,1325,81.0,12150,5,5,1954,1954,335.0,0,0.0,0,0.0,0.0,0.0,1050.0,1050.0,4,1050,745,0,1795,0.0,0.0,2,0,4,1,2.0,7,0,1954.0,1,1.0,352.0,0,0,0,0,0,0,0,11,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129500,1378,70.0,11200,5,5,1965,1965,0.0,0,0.0,0,1.0,906.0,0.0,134.0,1040.0,4,1040,0,0,1040,1.0,0.0,1,0,3,1,2.0,5,0,1965.0,1,1.0,384.0,0,0,0,0,0,0,0,2,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
257076,1537,100.0,9670,8,6,1935,1950,40.0,0,0.0,0,0.5,210.0,0.0,398.0,608.0,2,983,890,0,1873,0.0,0.0,1,1,4,1,2.0,9,2,1935.0,3,2.0,786.0,0,0,207,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
117000,905,60.0,10998,5,5,1941,1960,0.0,0,0.0,0,0.5,408.0,420.0,156.0,984.0,4,984,620,0,1604,0.0,0.0,2,0,3,1,2.0,6,0,1977.0,1,2.0,660.0,0,68,0,0,0,0,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
149000,1532,60.0,7200,7,6,1931,2000,0.0,0,2.0,0,0.0,0.0,0.0,776.0,776.0,2,851,651,0,1502,0.0,0.0,1,1,3,1,2.0,6,1,1931.0,2,1.0,270.0,0,0,112,0,0,0,0,2,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
